id_vụ,year,yield_class,yield_class_encoded,pat_016__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_017__stage_1_Mát-Khô__stage_3_Mát-Khô,pat_009__stage_1_Mát-Khô__stage_2_Mát-Khô__stage_3_Mát-Khô,pat_030__stage_2_Mát-Khô__stage_3_Mát-Khô__stage_4_Mát-Khô,pat_027__stage_2_Mát-Khô__stage_3_Mát-Khô__stage_5_Mát-Khô,pat_004__stage_3_Vừa-Khô,pat_006__stage_1_Mát-Khô__stage_2_Mát-Khô,pat_011__stage_2_Mát-Khô__stage_4_Mát-Khô,pat_008__stage_2_Mát-Khô__stage_5_Mát-Khô,pat_025__stage_2_Mát-Vừa,pat_031__stage_2_Mát-Khô__stage_4_Mát-Khô__stage_5_Mát-Khô,pat_003__stage_1_Mát-Khô,pat_022__stage_4_Vừa-Vừa__stage_5_Vừa-Vừa,pat_019__stage_5_Mát-Vừa,stage_4_avg_temp,pat_002__stage_3_Mát-Khô__stage_4_Mát-Khô,pat_021__stage_3_Vừa-Vừa__stage_4_Vừa-Vừa,pat_024__stage_3_Vừa-Vừa__stage_5_Vừa-Vừa,pat_005__stage_2_Vừa-Ướt__stage_5_Vừa-Vừa,stage_3_avg_et0,pat_028__stage_1_Mát-Vừa,pat_010__stage_2_Vừa-Vừa__stage_5_Vừa-Vừa,pat_000__stage_3_Mát-Khô__stage_4_Mát-Khô__stage_5_Mát-Khô,pat_001__stage_3_Mát-Khô__stage_5_Mát-Khô,stage_3_avg_temp,pat_026__stage_4_Mát-Ướt,pat_020__stage_1_Mát-Vừa__stage_4_Mát-Khô,stage_5_avg_et0,stage_2_total_precip,stage_1_avg_temp
Ca Mau_2001_summer_autumn,2001,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.168499660491943,0,0,1,0,3.930617761611938,0,1,0,0,27.09697125752767,1,0,3.919276170730591,175.5999994277954,27.551673889160156
An Giang_2001_winter_spring,2001,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.655500984191896,1,0,0,0,3.306290229161581,1,0,1,1,25.147861607869466,0,1,4.3328724193573,128.89998880773783,26.290977114722843
Long An_2001_summer_autumn,2001,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.277520179748535,0,1,1,0,4.310711034138998,0,1,0,0,27.301999282836913,0,0,4.040565118789673,130.0999997407198,28.543348403204057
Long An_2001_winter_spring,2001,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.876895046234132,1,0,0,0,3.397259330749512,1,0,0,0,25.233805592854814,0,1,4.471100931167602,130.7000069990754,26.02033279055641
Ben Tre_2001_winter_spring,2001,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.548665904998774,1,0,0,0,3.282817490895589,0,0,1,1,25.117832565307616,0,0,4.205371475219726,143.99999461323023,25.956146603538876
Long An_2001_main_season,2001,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.180956745147704,0,0,0,0,3.5149868011474608,0,0,0,0,26.43463872273763,0,0,3.178063921928406,156.40000104904175,27.3029717036656
Tra Vinh_2001_main_season,2001,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.94972906112671,0,0,0,0,3.277086528142293,0,0,0,0,26.212471516927085,0,0,3.258283462524414,235.29999804496765,27.06834484281994
Vinh Long_2001_main_season,2001,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.010061740875244,0,0,0,0,3.216871802012126,0,0,0,0,26.28058230082194,0,0,3.200219597816467,224.7999992966652,27.073361260550364
Vinh Long_2001_summer_autumn,2001,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.01891622543335,0,0,1,0,4.106476751963298,0,1,0,0,27.06294390360514,1,0,3.8304440927505494,112.80000162869692,27.902924219767257
Vinh Long_2001_winter_spring,2001,Low,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.566208362579346,1,0,0,0,3.2055241107940673,0,0,1,1,25.05447285970052,0,0,4.21912109375,127.49999663233756,25.9161187126523
Dong Thap_2001_winter_spring,2001,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.722269344329835,1,0,0,0,3.2853436628977457,1,0,0,0,25.176054509480796,0,1,4.365147428512573,122.99999740719797,26.252820696149552
Ben Tre_2001_main_season,2001,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.048874855041504,0,0,0,0,3.2665664593378705,0,0,0,0,26.20102678934733,0,0,3.2412163114547727,208.700000166893,27.10009484064011
Soc Trang_2001_main_season,2001,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.852417373657225,0,0,0,0,3.322905913988749,0,0,0,0,26.266722361246742,0,0,3.1595864868164063,236.79999828338623,27.100234803699312
Tien Giang_2001_winter_spring,2001,Medium,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.5990198135376,1,0,0,0,3.2951863447825116,0,0,1,1,25.115166473388673,0,0,4.228810253143311,143.99999461323023,25.863974889119465
Kien Giang_2002_winter_spring,2002,Low,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,26.738875770568846,0,0,0,0,4.2095623970031735,0,0,0,0,24.94144401550293,0,0,5.196944675445557,28.19999984651804,26.113626570928663
Ca Mau_2002_winter_spring,2002,Low,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,26.449019813537596,0,0,0,0,4.627421585718791,0,0,0,0,25.013639068603517,0,0,5.350698223114014,43.99999920278787,25.401277542114254
Kien Giang_2002_summer_autumn,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.274708557128907,0,0,0,0,4.198914941151937,0,0,0,0,27.755194600423177,0,0,4.1140829277038575,157.80000373721123,29.706583477201917
Bac Lieu_2002_summer_autumn,2002,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.37508268356323,0,0,0,0,4.346833737691243,0,0,0,0,27.903693771362303,0,0,4.127889375686646,163.19999811053276,28.857086817423504
Bac Lieu_2002_main_season,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.366956806182863,0,0,0,1,4.177732229232788,0,0,0,0,27.858832804361978,0,0,3.3424186372756957,218.39999508857727,28.31214577811105
Kien Giang_2002_main_season,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.35116691589355,0,0,0,0,4.150544373194377,0,0,0,0,27.785471852620443,0,0,3.1364500236511232,180.4999957084656,28.12969907124837
Dong Thap_2002_summer_autumn,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.207686614990234,0,0,0,0,4.490288257598877,0,0,0,0,28.132442982991535,0,0,4.476511001586914,93.69999934732914,30.208077839442662
Tra Vinh_2002_winter_spring,2002,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.795041275024413,1,0,0,0,4.293251593907674,0,0,1,1,24.35858294169108,0,0,5.192711124420166,31.299999237060543,25.28580565679641
Tra Vinh_2002_summer_autumn,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.797333240509033,0,0,0,0,4.298703956604004,0,0,0,0,27.69413859049479,0,0,4.1059402751922605,128.0000017657876,29.050389062790643
Ca Mau_2002_main_season,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.232457542419432,0,0,0,1,4.0063478469848635,0,0,0,0,27.800444030761717,0,0,3.2316013526916505,208.00000095367432,28.234908875964937
Tra Vinh_2002_main_season,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.202541732788085,0,0,0,0,4.08499846458435,0,0,0,0,27.590944417317708,0,0,3.2058228826522828,244.90000218153,28.116262072608585
Ca Mau_2002_summer_autumn,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33256130218506,0,0,0,0,4.23670973777771,0,0,0,0,27.80322138468425,0,0,3.9674804973602296,127.79999840259552,28.82637623378209
Bac Lieu_2002_winter_spring,2002,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.87154064178467,1,0,0,0,4.795838006337484,0,0,1,1,24.714388020833333,0,0,5.39085355758667,62.60000065714121,25.606689453125
Dong Thap_2002_winter_spring,2002,High,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,26.95820722579956,0,0,0,0,4.279745515187582,0,0,0,0,25.12272109985351,0,0,5.340396060943603,21.400000765919685,26.122164771670388
Long An_2002_summer_autumn,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.99252052307129,0,0,0,0,4.565535720189413,0,0,0,0,28.36908238728841,0,0,4.406499786376953,76.19999784231186,30.272118886311848
Ben Tre_2002_winter_spring,2002,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.960229015350343,1,0,0,0,4.229811000823974,0,0,1,1,24.531444422403972,0,0,5.055392303466797,22.09999969601631,25.308428173973446
Long An_2002_winter_spring,2002,Medium,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,27.34710340499878,0,0,0,0,4.415507125854492,0,0,0,0,25.446027755737305,0,0,5.348540649414063,26.699998170137405,25.749698457263765
Vinh Long_2002_main_season,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.430375003814696,0,0,0,0,4.1673330942789715,0,0,0,0,27.833499272664387,0,0,3.151732120513916,192.5,28.488242739722843
Ben Tre_2002_main_season,2002,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.30481195449829,0,0,0,0,4.194064744313558,0,0,0,0,27.76116587320963,0,0,3.185216131210327,233.100004196167,28.217951910836355
Ben Tre_2002_summer_autumn,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.80783224105835,0,0,0,0,4.3156776587168375,0,0,0,0,27.77741584777832,0,0,4.174360589981079,107.19999807327986,29.038091296241397
Soc Trang_2002_main_season,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.076895904541015,0,0,0,0,4.009776973724366,0,0,0,0,27.583389663696288,0,0,3.1345117330551147,202.2000014781952,27.99755577814011
An Giang_2002_summer_autumn,2002,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.21248025894165,0,0,0,0,4.463657442728678,0,0,0,0,28.006472651163737,0,0,4.464911298751831,114.4999998435378,30.245837529500324
An Giang_2002_main_season,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.81789674758911,0,0,0,0,4.458835442860921,0,1,0,0,28.14605598449707,0,0,3.3122475957870483,159.6999995112419,28.27877444312686
Vinh Long_2002_summer_autumn,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.922353744506836,0,0,0,0,4.363440879185995,0,0,0,0,27.934056345621745,0,0,4.177000350952149,100.90000076591969,29.666615168253585
Vinh Long_2002_winter_spring,2002,Medium,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,26.576625061035156,0,0,0,0,4.268915859858195,0,0,0,0,24.848360951741537,0,0,5.2860797500610355,25.299999959766865,25.539233888898575
An Giang_2002_winter_spring,2002,Medium,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,26.81904230117798,0,0,0,0,4.21054302851359,0,0,0,0,24.97383346557617,0,0,5.248248748779297,22.899999238550663,26.095936820620583
Tien Giang_2002_summer_autumn,2002,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.7919379234314,0,0,0,0,4.387517579396566,0,0,0,0,27.904193878173828,0,0,4.236497230529785,107.19999807327986,29.24155525934129
Soc Trang_2002_winter_spring,2002,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.72304220199585,1,0,0,0,4.4857998530069985,0,0,1,1,24.308110809326173,0,0,5.329721717834473,51.600002124905586,25.200531823294504
Soc Trang_2002_summer_autumn,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.878667259216307,0,0,0,0,4.224070342381795,0,0,0,0,27.63783353169759,0,0,4.013160572052002,127.90000040829182,28.941703251429967
Can Tho_2002_summer_autumn,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.973311805725096,0,0,0,0,4.3415771643320715,0,0,0,0,27.86924908955892,0,0,4.076933794021606,97.2999989911914,29.650141852242605
Can Tho_2002_winter_spring,2002,High,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,26.239978313446045,0,0,0,0,4.192778380711873,0,0,0,0,24.45772082010905,0,0,5.336408348083496,32.9000016823411,25.53436778840565
Tien Giang_2002_winter_spring,2002,High,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,26.338082695007323,0,0,0,0,4.3500192324320475,0,0,0,1,24.737388356526697,0,0,5.224209175109864,22.09999969601631,25.334610348656064
Long An_2002_main_season,2002,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.638874530792236,0,0,0,0,4.374551566441854,0,0,0,0,28.04144350687663,0,0,3.2767163133621215,208.49999976158145,29.120233263288224
Ca Mau_2003_main_season,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.366520500183107,0,0,0,0,3.2997843901316326,0,1,0,0,26.22961006164551,0,0,3.8220083332061767,188.59999990463257,27.0652650197347
Ca Mau_2003_summer_autumn,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67558298110962,0,0,0,0,4.0198675155639645,0,0,0,0,27.4111385345459,0,0,3.094824695587158,273.0999939441681,28.99512581598191
Ben Tre_2003_main_season,2003,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.333769512176513,0,0,0,0,3.375447416305542,0,1,0,0,26.10311050415039,0,0,3.762174367904663,147.3000003695488,26.713091350737074
Ben Tre_2003_summer_autumn,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54866647720337,0,0,0,0,4.024444437026977,0,0,0,0,27.285472615559897,0,0,3.2997496509552,288.49999928474426,29.031443641299298
Long An_2003_summer_autumn,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.644604110717772,0,0,0,0,4.095503203074137,0,0,0,0,27.411859639485677,0,0,3.5117178678512575,226.6000016927719,29.99483753385998
An Giang_2003_winter_spring,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.001020908355713,1,0,0,0,3.90082335472107,1,0,0,0,25.336751302083332,0,1,4.955042304992676,33.799998469650745,26.47024309067499
Dong Thap_2003_winter_spring,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.07320737838745,1,0,0,0,3.847394418716431,1,0,0,0,25.38758150736491,0,1,5.052133026123047,39.89999956637621,26.438634599958142
Kien Giang_2003_main_season,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.714812564849854,0,0,0,0,3.3839035828908286,0,1,0,0,26.326722208658857,0,0,3.685581450462341,143.1999972909689,27.14755594162714
Kien Giang_2003_summer_autumn,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.823250198364256,0,1,0,0,4.10946364402771,0,0,0,0,27.4474178314209,0,0,3.299201889038086,243.70000648498535,29.97344907124837
Kien Giang_2003_winter_spring,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.119916439056396,1,0,0,0,4.069186290105184,1,0,0,0,25.338250732421876,0,1,4.915385417938232,47.900001764297485,26.365909939720517
An Giang_2003_summer_autumn,2003,Medium,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26.93143720626831,0,0,0,1,4.139022938410441,0,0,0,0,27.482167434692386,0,0,3.462389178276062,204.00000159442425,30.36319905235654
Ben Tre_2003_winter_spring,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.53012418746948,1,0,0,0,3.8014439423878983,1,0,0,0,25.347694142659503,0,1,4.829998760223389,43.700001902878284,26.141860780261812
Soc Trang_2003_summer_autumn,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5021032333374,0,0,0,0,3.964681418736776,0,0,0,0,27.236722310384113,0,0,3.170447974205017,342.80001601576805,28.87791379292806
Vinh Long_2003_summer_autumn,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.505896472930907,0,1,0,0,3.973857816060384,0,0,0,0,27.250860722859706,0,0,3.23982666015625,262.7999962568283,29.55441302344913
Long An_2003_main_season,2003,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54210319519043,0,0,0,0,3.5825440883636475,0,1,0,0,26.139360682169595,0,0,3.7871188068389894,157.600001886487,26.89434060596285
Bac Lieu_2003_winter_spring,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.76383247375488,1,0,0,0,4.390421597162883,0,0,0,0,25.72230478922526,0,0,5.169276161193848,51.09999930858611,26.24022120521182
Bac Lieu_2003_summer_autumn,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.803520011901856,0,0,0,0,4.1109628518422445,0,0,0,0,27.551609547932944,0,0,3.2342872047424316,342.70000886917114,28.855993815830775
Can Tho_2003_winter_spring,2003,Low,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25.59445753097534,1,0,0,0,3.7819255034128823,1,0,0,0,25.08910992940267,0,1,4.949540157318115,63.29999800771474,26.09389250619071
Can Tho_2003_summer_autumn,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.49435348510742,0,1,0,0,3.9372021357218423,0,0,0,0,27.18327611287435,0,0,3.1375251722335817,259.90000611543655,29.58793849036807
Tien Giang_2003_winter_spring,2003,Medium,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25.70568733215332,1,0,0,0,3.8106202920277914,1,0,0,0,25.284888585408527,0,1,5.0100495147705075,43.700001902878284,26.0753846849714
Tien Giang_2003_summer_autumn,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4994366645813,0,0,0,0,4.0493245124816895,0,0,0,0,27.286833190917967,0,0,3.322618594169617,288.49999928474426,29.171515964326403
Dong Thap_2003_summer_autumn,2003,Low,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26.863311195373537,0,0,0,1,4.122054306666056,0,0,0,0,27.472721354166666,0,0,3.461081175804138,201.0999957025051,30.228713171822683
Long An_2003_winter_spring,2003,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.412832260131836,0,0,0,0,3.8598223050435383,1,0,0,0,25.439360173543296,0,0,5.2451065635681156,35.19999925792217,26.211602710542223
Tra Vinh_2003_winter_spring,2003,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.404104709625244,1,0,0,0,3.8738236586252848,1,0,0,0,25.29344393412272,0,1,4.903867073059082,64.5000009611249,26.086103620983305
Tra Vinh_2003_summer_autumn,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55254182815552,0,0,0,0,4.004611237843831,0,0,0,0,27.237610880533857,0,0,3.270275855064392,325.0000037699938,29.052968433925084
Tra Vinh_2003_main_season,2003,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.277645969390868,0,0,0,0,3.355524174372355,0,1,0,0,26.100388209025063,0,0,3.7855919933319098,167.90000062435865,26.74542835780553
Bac Lieu_2003_main_season,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.54435377120972,0,0,0,0,3.3887937863667807,0,1,0,0,26.3952210744222,0,0,3.936251726150513,156.3999971523881,27.26244372413272
Vinh Long_2003_winter_spring,2003,Low,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25.745479011535643,1,0,0,0,3.7534460544586183,1,0,0,0,25.248222223917644,0,1,4.975549983978271,57.300000727176666,26.11681356884184
An Giang_2003_main_season,2003,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.84810428619385,0,0,0,0,3.484502824147542,0,1,0,0,26.414945602416992,0,0,3.7427472066879273,117.39999854564668,26.986214773995535
Vinh Long_2003_main_season,2003,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.425271034240723,0,0,0,0,3.2806645234425864,0,1,0,0,26.035860697428387,0,0,3.650482897758484,139.0000028014183,26.737150373912993
Soc Trang_2003_winter_spring,2003,Medium,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,25.438563346862793,1,0,0,0,4.069577439626058,0,0,0,0,25.317555745442707,0,0,5.053821258544922,59.00000112503767,25.950928006853378
Soc Trang_2003_main_season,2003,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.20543804168701,0,0,0,0,3.30379048983256,0,1,0,0,26.06561139424642,0,0,3.7753109693527223,179.19999846816063,26.831782113938104
Vinh Long_2004_summer_autumn,2004,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.02277030944824,0,0,0,0,2.8212262471516927,0,0,0,0,26.111416498819988,0,0,3.5237505197525025,166.39999125897884,29.40252785455613
An Giang_2004_summer_autumn,2004,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.233834075927735,0,0,0,0,2.908140937487284,0,0,0,0,26.38313929239909,0,0,3.670292916297913,136.39999855309725,29.938198997860862
Vinh Long_2004_main_season,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.848499965667724,0,0,0,0,3.858011833826701,0,0,0,0,26.821277491251628,1,0,3.3386580562591552,209.20000410079956,27.34429432096935
Vinh Long_2004_winter_spring,2004,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,26.194229221343996,1,0,0,0,4.062887843449911,0,0,1,1,26.269611358642575,0,0,4.632870922088623,24.200000494718548,26.34478959583101
An Giang_2004_main_season,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.17727098464966,0,0,1,0,4.002618455886841,0,1,0,0,27.174806594848633,1,0,3.600920753479004,174.4999991208315,27.603377296811058
Dong Thap_2004_summer_autumn,2004,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.230706787109376,0,0,0,0,2.9277448892593383,0,0,0,0,26.341609954833984,0,0,3.6679238176345823,130.90000074356794,29.93466595241002
An Giang_2004_winter_spring,2004,Medium,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26.6247709274292,0,0,0,0,4.04635181427002,0,0,0,0,26.829945119222007,0,0,4.726666707992553,8.500000022351742,26.75278209504627
Can Tho_2004_summer_autumn,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.960394763946532,0,0,0,0,2.776138655344645,0,0,0,0,26.199387995402017,0,0,3.423259081840515,150.40000132471323,29.381987617129372
Dong Thap_2004_winter_spring,2004,Medium,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26.64331102371216,0,0,0,0,4.10654993057251,0,0,0,0,26.87966550191243,0,0,4.7480488204956055,12.499999813735483,26.7516298748198
Kien Giang_2004_summer_autumn,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.17085466384888,0,0,0,0,2.772111256917318,0,0,0,0,26.615471903483073,0,0,3.5543714141845704,149.70000375807285,29.395969300043017
Tra Vinh_2004_main_season,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.837021160125733,0,0,0,0,3.895314772923787,0,0,0,0,26.70677795410156,1,0,3.3971632432937624,211.900004029274,27.251281556629
Can Tho_2004_winter_spring,2004,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,26.021957206726075,1,0,0,0,4.081948614120483,0,0,1,1,26.030776977539062,0,0,4.610336627960205,21.499999530613422,26.26095472063337
Soc Trang_2004_main_season,2004,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.862937259674073,0,0,0,0,3.818434476852417,0,0,0,0,26.63380584716797,1,0,3.3629739761352537,218.2000025510788,27.266207377115887
Soc Trang_2004_summer_autumn,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.97950086593628,0,0,0,0,2.995607582728068,0,0,0,0,26.314222462972005,0,0,3.475765657424927,154.40000188350675,28.937238420758927
Soc Trang_2004_winter_spring,2004,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.68960456848145,1,0,0,0,4.4235590616861975,0,0,1,1,25.76741625467936,0,0,4.817989253997803,30.199997611343857,26.216702597481863
Ben Tre_2004_winter_spring,2004,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.74825038909912,1,0,0,0,3.993328825632731,0,0,1,1,25.892138799031574,0,0,4.551031341552735,28.200000010430816,26.32836850484212
Tien Giang_2004_summer_autumn,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.99110336303711,0,0,0,0,2.977264165878296,0,0,0,0,26.089888763427737,0,0,3.634854788780213,198.79999954998493,29.15157463437035
Tien Giang_2004_winter_spring,2004,Medium,2,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.957979011535645,1,0,0,0,4.110369141896566,0,0,1,1,26.09419479370117,0,0,4.655170316696167,28.200000010430816,26.265066782633465
Long An_2004_winter_spring,2004,Medium,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26.82210311889649,0,0,0,0,4.148563241958618,0,0,0,0,27.019776916503908,0,0,4.82236234664917,22.300000816583633,26.502873102823894
Bac Lieu_2004_winter_spring,2004,High,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,25.82174949645996,1,0,0,0,4.590079100926717,0,0,1,1,25.898555501302084,0,0,4.879591312408447,20.300000146031383,26.517304284232004
Bac Lieu_2004_summer_autumn,2004,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33768663406372,0,0,0,0,3.0943874597549437,0,0,0,0,26.666470209757488,0,0,3.612468748092651,159.60000908374786,28.85351498921712
Bac Lieu_2004_main_season,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.267478370666502,0,1,1,1,3.9220698197682697,0,0,0,0,26.935499572753905,0,0,3.5665032768249514,236.80000436306,27.590320496332076
Ben Tre_2004_summer_autumn,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.992104148864748,0,0,0,0,2.9672687292099,0,0,0,0,26.181721369425457,0,0,3.621246461868286,198.79999954998493,29.027773085094633
Kien Giang_2004_winter_spring,2004,Medium,2,1,1,1,0,1,0,1,0,1,0,0,1,0,0,26.533771419525145,0,0,0,0,3.9963659922281902,0,0,0,1,26.479084269205728,0,0,4.759163007736206,13.10000043362379,26.57791301182338
Hau Giang_2004_winter_spring,2004,High,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,26.20504169464111,0,0,0,0,4.224243720372518,0,0,0,1,26.20955530802409,0,0,4.5806930637359615,22.199999555945396,26.13134075346447
Hau Giang_2004_summer_autumn,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.92316617965698,0,0,0,0,2.7424822807312013,0,0,0,0,26.127472559611004,0,0,3.323310146331787,145.5000013113022,29.27925800141834
Long An_2004_summer_autumn,2004,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.1424165725708,0,0,0,0,3.07349001566569,0,0,0,0,26.26755561828613,0,0,3.731627526283264,161.39999614655972,29.97549175080799
Long An_2004_main_season,2004,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.967624950408936,0,0,0,0,4.102148342132568,0,0,0,0,26.994500096639,0,0,3.483262324333191,228.79999780654907,27.49493608020601
Ca Mau_2004_summer_autumn,2004,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.172248363494873,0,0,0,0,2.7742149670918783,0,0,0,0,26.359055201212566,0,0,3.5128961420059204,193.10000224411488,28.869233176821755
Ca Mau_2004_main_season,2004,Low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.083499240875245,0,0,0,1,3.763704601923625,0,0,0,0,26.762248229980468,1,0,3.444893045425415,242.6000039577484,27.35226921808152
